text,label,src
"Носочки пришли, все как на фото, заказом довольна, на 39 размер подошли",1,rureviews
"Жилетка не такая пушистая, как на картинке. Хотя феном можно распушить и будет не плохо. Маломерит, я брала на размер больше подошло идеально. Если собираетесь носить сверху на что-нибудь берите больше. Для высоких: жилетка чуть прикрывает пятую точку. А так дошла быстро, продавец хорошо упаковал и положил подарок, что не может не радовать.",1,rureviews
"очень маленькие шорты!!! носить невозможно!
шорты 42 размера .футболка-46/48. синтетика",0,rureviews
"Всё хорошо, но руки помыть негде
",0,geo
"Одно из тех мест в которое нашей семье не хочется возвращаться второй раз. Не понравилась кухня: 1) Цена не соответствует качеству. 2) Слишком большое меню, в котором даже официант не ориентировался. 3) долгая подача при не полной загрузке заведения. Из плюсов: детская комната.
",0,geo
"Почему снимают денежные средства мошенники , а деньги банк не возвращает ?!
максимум , что могут это отправить в полицию , написать заявление , которое ничего не решит.
21 век , защиты карты и счета нет.",1,sber
"Прекрасная куртка!!!! Качество просто отличное. У меня 103-89-113, куртка села как специально на меня шита. Спасибо огромное продавцу!!!!",1,rureviews
"Шкура толстенная, сами апельсины огромные, 6 штук потянули почти на 1,6кг. ",2,perekrestok
"По сетке продавца заказала М, на рост 165 и вес 55 при заявленной продавцом длине в 90 см были бы впритык (по длине), но на самом деле длина леггинсов 86 см, и этих 4 см как раз и не хватает до норм длины. Открыла спор по возврату денег, т.к. леггинсы не соотв описанию, но продавец, приняв спор, решил вернуть заказ за мой счет в свой Китай. А я уже оплатила доставку в Россию! В общем, ни денег мне не вернули, ни леггинсов нормальных нет",2,rureviews
"Крайне переоценённое аниме. Своей оценки оно не достойно. ГГ тряпка, а так многими любимая Юно Гасай просто шлаковый персонаж, вызывающий только раздражение. Сама задумка крайне интересная, но она была убита к середине, что точно почувствовали многие зрители этого чуда. Лично меня позабавила Урю. Такой персонаж не редкость, но в данном тайтле из всех персонажей наименьшее раздражение у меня вызывала именно она. Придираться к рисовке, особенно аниме 11-12 годов идея гнилая, так что этого я делать не буду, но отмечу, что в момент выхода этого тайтла она меня не впечатлила никак, даже скорее была близко к званию плохой. Дизайн персонажей для меня так же не был новым, хотя тут уже дело опыта. Саундтреки на среднем уровне, ничего особенного из себя не представляют. Не редко даже убивают всю атмосферу, царящую в этом аниме. Моя Личная оценка 5,5 из 10. Ничего интересного этот тайтл не представляет. Есть множество куда более интересных аниме, имеющих не только меньшую известность, но и оценку. К просмотру не рекомендую.",2,anime
"Вода с привкусом, возможно, яблок.",2,perekrestok
"Думаю создатели фильма поторопились с этим выводом! Да, фильм неплохой, но все же с первыми двумя частями его сравнить никак нельзя!

Во-первых разочарованием было то, что в главной роли мы не увидели  Маколей Калкина, и это действительно неприятно удивило. Да, Алекс Д. Линц справился со своей ролью хорошо, но все же, уже не то. 

Во-вторых, по сравнению с первыми частями главный герой уже не совсем один дома, его семья в городе, и по звонку могут быть дома, это тоже делает фильм менее интересным.

И в третьих, злодеи. В предыдущих частях они были смешными неудачниками, которых даже немного жалко, когда с ними происходят все 'сюрпризы' приготовленные Кевином, а тут прям какие-то убийцы!

В общем, можно сказать, что фильм получился хорошим, шутки смешные, актерский состав достойный, но я бы не стала называть этот фильм 'Один дома 3', тогда бы он мог заслужить оценку побольше, и его не стали бы всегда сравнивать с неотразимыми 'Один дома' и 'Один дома 2: Затерянный в Нью-Йорке'

P.S. При желании можно посмотреть этот фильм. 

7 из 10",0,kinopoisk
"Оформила заказ на сайте 60 6770 2685 9 июля должны были привезти 12. До 17 писала каждый день узнавала что с доставкой, говорят задерживается. В итоге товар пролежал в магазине, и его отменили!!! Сотрудники сами не в курсе что у них происходит, постоянно одни и те же ответы как роботы!!!! Спасибо что попользовались моими деньгами 10 дней!!! Не извенений, ни заказа. Больше заранее не буду платить постоянно у них проблемы!!! И сказали заново вернуть нельзя, молодцы!!!
",2,geo
В груди как-то непонятно сидит.. не понравилось ,0,rureviews
"Товар не пришёл. Продавец несколько раз просил отменить бронь , но по итогу через 2 месяца вернул деньги. ",2,rureviews
"Был на днях в бывшем Флагмане BSB который переехал в непонятный закуток и помещение, непонятно до чего скатились и я точно не кому не порекомендую данное заведение это еденица 1* за помещение и то что сейчас готовят, кто то когда то и где-то решил поменять рецептуру и сэкономить отказавшись от фарша праймбиф и бекона из индейки, заказал двойную классику с блэк Ангус с мраморной говядиной которой даже близко не пахло и непонятно как приготовлена и что мне подали то что смог съесть чуть больше половины которой давился так как бургер с так называемой мраморной говядиной вышел в 710₽ и просто было жаль потраченных денег, больше точно не пойду и не рекомендую не кому!!! 20.03.23 заказ В49 в 21:29 хотелось бы пожелать скорейшего закрытия.....
",2,geo
"Не могу заказать таблетки Лортенза 5+50  ✓90
",0,geo
"Ужинали сегодня в данном кафе. И за соседним столом с нами сидел, а точнее спал, человек без определённого места жительства. На первом этаже в месте, где продают хот-доги, ему даже наливали кипяток в стакан из Макдональдса. Неприятно, мягко говоря. Судя по поведению, он был не совсем трезв, либо же пребывал в похмелье. \nГрязные заляпанные стены, в зале тоже не очень-то чисто, требуется косметический ремонт. Раньше в туалете не было горячей воды, сегодня не решились заходить после посетителя за соседним столиком. \n\nРаньше были постоянными посетителями данного кафе, приезжали специально из соседнего района. Было вкусно, и всегда много людей. В последнее время стало становиться хуже и хуже, а сегодня и вовсе уже неприятно находиться. По кухне тоже стало хуже.\n
",2,geo
"Заказала xl на рус 46, большое оказалось надо было на размер меньше брать, но платье очень красивое без изьянов. Спасибо продавцу!",1,rureviews
"Отель понравился, анимация для детей и взрослых рчень хорошая. А Новогодний ужин,просто Шикарный!!! Все очень вкусно,весело,прекрасно! Молодцы! Рекомендую этот отель!
",1,geo
"Ничего,в целом. Но на плече дырка, и нитки кое где торчат... Поэтому 3",0,rureviews
"Переночевали в отеле нормально, но больше снимать его я бы не стал. Снимали стандарт на третьем этаже. Храп соседей слышан, разговор людей в коридоре слышен, кровать узкая, одеяло полуторное одно на двоих. \nСанузел чистый, мебель +/- аккуратная. \nВид на тубдиспансер и стройку ( см. Фото) \n\nЕда - ужас! Во-первых за неё бой не на жизнь, а на смерть, когда я спуститься в 10 утра, мне остались только вафли и яичница на заказ. Напитков вообще не было, потом вынесли соски, по вкусу - сырые. Потом сыр, успел выхватить пару кусков, пока не разобрали. Огурец успел выхватить по следующей раздаче. Сок успел один стакан налить. Как-то поели, но это было прямо квест на выживание - поест быстрейший.
",0,geo
"Как же здорово, что в нашем районе функционирует пункт выдачи заказов! Приветливый персонал, работаюший оперативно и качественно. Очень удобное место расположения.
",1,geo
"Аниме посмотрел относительно давно но отзыв решил оставить только сейчас ! !Одно из лучших аниме в жанре комедии и школы которое заставляет непросто улыбнутся а просто напросто валяться под столом после простмотра каждой серии . .Сюжет со смыслом но незамысловат что подходит для широкой аудитории которая любит провести ночку другую в кампании веселых и буйных школьников каторые каждый день проводят в попытке помоч друзьям в беде ! P.S : Лично от себя просто угарал от просмотра каждой серии , зацепила попытки СКЕТ-а особено парней в попытке разобраца с хулиганами или просто понят что в них влюбились девушки ! Ставлю 10 с 10 за Крутое аниме от Кэнта Синохары",1,anime
"Раньше всегда брали именно эту воду,но последнее время качество упало. 
Во-первых,теперь бутылки наливаются всклянь,что очень странно. Во-вторых,стало оставаться очень много накипи от нее. В-третьих,и самое главное,пожалуй,изменился вкус.",0,perekrestok
"Начитавшись рекламы при личном посещении немного разочаровались. Вольеры большие, свободные, животным хорошо, есть где спрятаться в отдалении от посетителей. В промежуток с 11 до 13 часов в основном спали. К пернатым претензий нет.
",0,geo
"маломерка, заказывать надо на размер больше",0,rureviews
Платье просто супер. Доставка быстрая,1,rureviews
"Качество хорошее, быстро доставили, запаха нет. Рекомендую",1,rureviews
"Не сказать, что манга прям супер, но достаточно неплохая. На один раз почитать - вполне.Ещё очень приятно наблюдать за тем, как мангака развивалась на протяжении всей истории. К последним главам рисовка стала такой здоровской. Это приятно видеть. Но вот просто умираю с этой пропасти между оригиналом и аниме... Как можно было так плохо экранизировать, слить просто всех персонажей вместе с логикой и зачем-то очень неумело вплести сёнэн-ай с глупейшими филлерами.Вот почитать можно, а аниме смотреть явно не стоит.",0,anime
"Это кино про то, как бомж наводил порядок в городе. И делал это с помощью дробовика. Ну, смысл, пожалуй, здесь есть. Город, в который приезжает бомж, прогнил морально на столько что, по среди белого дня людям отрывают головы и ничего никто поделать не может. А заправляет всем, какой то отморозок Дрейк и два его таких же отмороженных сына. Люди в этом городе ничего не стоят, они просто мясо. Ну, всё же очень странно что, никто до бомжа не пытался ничего поменять. И как вообще до такого можно докатиться. Ведь вроде бы в этом городе ещё остались нормальные люди. Хотя, увидев, что там твориться нормальным уже не будешь. И вот в один прекрасный день бомж берёт дробовик, хотя он очень хотел газонокосилку. И начинает мочить или даже сказать метать и рвать плохих парней. 

Крови и внутренностей тут предостаточно. Иногда складывалось ощущение, что такой сюжет придумали, чтобы от души пострелять и показать нам все прелесть человеческого организма. Ведь здесь целый город негодяев, а значит стреляй и стреляй.

Думаю, это кино точно никого не оставит равнодушным. Потому что оно вызовет или отвращение или бурю эмоций, что такие фильмы вообще снимают. Поэтому он сильно ограничивает свою аудиторию. 

С точки зрения треша этот фильм заслуживает все 10 балов. Но чувства у меня получились смешанные. С одной стороны это убойный фильм. С другой полнейший вынос мозга зрителю. 

5 из 10",0,kinopoisk
"доставка быстрая до Омска за 2 недели пришло.очень ждала посылку,заказала даже не смотря на платную доставку. заказывала s, а преслали L! представляете!вот так ждёшь,ждёшь и в итоге такой под..бос!!!ткань очень тонкая,даже просвечивает. но всё таки самый главный минус не тот размер каторый заказывали и оплачивали!!!! больше ничего не буду заказывать у этого продавца!!!",2,rureviews
"В какие игры нам играть?
Поел, посрал, поел опять
Помылся и пошел гулять
Вот и всё.",2,rusentiment
"Штаны сначала сели хорошо, но при ходьбе начали сползать на попу, в итоге я их постоянно поддягивала вверх. Если сесть на стул, сильно оголяется поясница, и то что ниже. Дело не в размере, больший размер сидел бы очень свободно. Возможно модель подойдет девушкам с более плоскими параметрами.
Плюс отверстие для пуговице отсутствовало, пришлось разрезать ткань ножем. Носить не буду.",2,ru-reviews-classification
"Первая анимка по которой захотелось написать отзыв.Очень понравилось после просмотра первого сезона. Ну так как я неМНОЖЕЧКО раздолбай и не увидел в ""СВЯЗАННОЕ"",""+ показать остальное (3)"" (мелким шрифтом),где как раз, ать и спрятаВся 2-ой сезон,разочаровался в тв1 и поставил 6/10, хоть и в целом тайтл был приятный, но какой-то незаконченный и еще раз повторюсь о наличии тв2 я не знал, и не смотрел .А вот про фильм знал, дошли руки и посмотрел.Фильм очень приятный и радует трогательная концовка, прям ух это надо посмотреть, хы, слабый байт на просмотр.Мне было интереснее смотреть эту историю: она реалистичная, не обременена сверхъестественным персонажем, который мне не очень понравился.По поводу рисовки претензий нет, как для 2007 года все на уровне, приятное музыкальное сопровождение.А по поводу слов некоторых о бешеном развитии сюжета и непонятно взявшейся любви главных героев, в рамках фильма все отлично, любовь главных героев вполне обоснованна, а ""бешеное развитии сюжета"", ну зато хотя бы не скучно ).И плевок в сторону первого сезонаспойлер, по-крайней мере не гарем, как в первом сезоне,где все по дефолту,есть и подруга детства, и даже 3 цундэрки, и просто героиня, которая любит гг, не хватает только фансервисаФильм 10/10, смотреть после первого сезона было дико интересно и мне дико зашло, особенно, когда ""альтернативная история"",становилась действительно альтернативной.",0,anime
"Ужасно, даже не плавится.",2,perekrestok
"Посмотрела все части. По-моему, это почти полная копия аниме Toward the Terra, только покороче и поменьше масштабом. Смотрела только в этой привязке, поэтому, наверное, мне понравилось больше, чем могло бы. Хотя и сюжета, и драмы, и философии здесь хватает (и боёв полно, но для меня это не плюс). Но всё же мне были более интересны первые, более медленные и спокойные части, я не любитель эпичных боёв и даже подустала к концу - всё равно было понятно, что там будет что-то такое эпично-штампованное. Посмотреть стоит, но на один раз.Товарищ Куон мне очень понравился и вся эта задумка с аттракторами и тем, как их мини-общество устроено, и я надеялась, что сюжет выйдет на более глобальные проблемы, чем были подняты, вот тогда было бы круто. А так - возможно, спойлерконцовка вполне конечная, но не то, чего я ждала, и по сути-то ничего не изменилось.",1,anime
юбка хорошая. пришла быстро.,1,rureviews
"Так смотри без отвлечения прямо в сущность ригпа. И далее: А А А Строфа завершается троекратным повторением слога А. Этот слог символизирует совершенство мудрости, Праджняпарамиту. Пока я буду медленно зачитывать вслух этот текст, сидите спокойно с прямой спиной и старайтесь не отвлекаться. В учении Дзогчен есть хороший метод: направить свой ум в глаза, а глаза направить в пространство. Это полезно, потому что зрительное сознание имеет над нами большую власть. Вам не нужно смотреть на что-то вовне, просто установите неподвижный взгляд в пустом пространстве между вами и внешними предметами.",1,linis
Синтетика. на мой 44 размер размер М впритык( берите L,1,rureviews
"Заказали роллы , один сет был нормальный а второй ужас какой-то , все разваливаются , рис неравномерно лежит , начинка на первом фото как бы видно , очень было жалко и обидно 
",2,geo
"Магазин вроде и не плохой,  и товару вроде много, но вот почему то хочется пройти мимо, захожу в крайнем случае, если в других магазинах не нашла то что нужно, надо им что то менять
",0,geo
Горох,2,perekrestok
"Вполне возможно, что салон и неплохой. Мы зашли туда после ветклиники, чтобы узнать условия приёма, нас встретили достаточно нелюбезно, это был первый опыт посещения таких учреждений, хорошо, что потом мы попали в Медею. Там хорошо
",0,geo
"на 42 размер не подойдет, слишком большой",0,rureviews
"Ну наконец то!!!! Сессия закрыта, курсовую сдала📖📝 Сынок встречает маму с университета🌺🌺🌺",1,rusentiment
"При всего 5 маленьких заказах, делают заказ с собой почти час. На кухне целая арава людей, которые просто гуляют и разговаривают. Сама еда уровня ниже среднего. Обслуживание оставляет желать лучшего. Девочка-стажерка на кассе с сильно накрашенным лицом (макияж включает в себя глиттер, который спокойно может попасть вам в еду).
",2,geo
"Сам топ понравился, на ог 82 подошел хорошо. но дырки, через которые вставили чашки сильно разочаровали",0,rureviews
"Обычно все всегда было хорошо , но после вчерашнего похода больше не придем, вчера около 17:00 моя беременная жена заказала блюдо лосось со шпинатом и грибом ми муэр , ну и в 4 утра началась катастрофа, отравилась одни словом 
",2,geo
"Первая многоножка произвела на меня огромное впечатление. Вторая - ничуть не меньшее. Впрочем, впечатления далеко не приятного характера, фильм оставляет осадок в сознании после просмотра. После просмотра мне не хотелось ни говорить, ни что-либо делать - я просто сидел на том самом месте, пытаясь не вспоминать, даже забыть то, что я увидел...

Собственно о фильме. Постановка второй части, как по мне, показалась на порядок слабее первой - фильм выглядит дешево. Наверное спасают лишь черно белые краски, которые добавляют мрачности картине. Сюжет - такой же как и в первой части - то бишь его почти отсутствие. Диалогов очень мало - в принципе можно выключить звук и все будет ясно.

Добавляет мерзости этому фильму главный герой. Я, закаленный сценами из первой части, был поражен и сценами жестокости данного произведения. Но при виде главного героя во всей красе мне стало не по себе. Тут я понял, что была проделана огромная работа - ведь отыскать человека такой внешности, готового сняться в кино, было сложно.

Как в первой, так и во второй части меня терзали мысли о банальной тупости жертв, которые даже не думали об освобождении. Неужели человек настолько безмозглое создание? Вероятно, придумавший этот фильм не заботился о том, чтобы это выглядело реалистично, он поставил перед собой цель - снять вторую многоножку и неважно на какие жертвы придется пойти...

Фильм рекомендовать к просмотру друзьям и знакомым не буду, потому как ничего кроме негатива он не несет

3 из 10",2,kinopoisk
"лубимое лакомство, тойчик грызет переодически",1,perekrestok
"Кислые, но свежие и крепкие.",0,perekrestok
"на 26.10.2012мхк - 2 вар. подг. сообщение об образе Ивана Грозного в живописи.
рус. яз. - пар. 21, №116
алгебра - пункт 14, №355,356
биология - выучить записи в тетраде",0,rusentiment
"Обвес,обсчет,обман на рыбном товаре,печенье,киоски с куриной продукцией.На рыбе,вообще,нагло обманывают и на сырой,и на соленой
",2,geo
"Поликлиника после капитального ремонта. Чистенько, автомат по надеванию бахил, само открывающиеся урны, лифт работал, на этажах здания работают информационные табло оповещающие об очереди к специалисту. Я была только у окулиста. Проблема во времени, отведённом на приём, а это 12минут. За 12минут надо войти/выйти, приветствие/прощание, врач опросить,запонит карту, измерит глазное давление, посмотрит глазное дно, рекомендации, рецепт. В платных клиниках времени отведено больше. И не надо думать, что ОМС это бесплатная медицина! Мы заплатили своими налогами ща медобслуживание. Да, ещё в поликлинике на 1 этаже оборудован большой буфет! Зачем?
",0,geo
"Были семьей 13.07.23, заказали салаты цезарь, айдахо и шашлык из телятины, мало того что ждали долго, хотя кафе было пустое, так ещё и принесли жуткие салаты, старый айсберг и пару сгоревших кусков курицы, картошка была жутко жирная и сырая внутри, а шашлык из телятины за 900р вообще убил, это была не телятина, а старая, жирная говядина, пережаренная, попить заказали морс, но это морсом сложно назвать, магазинский разведенный водой, оставили в этом заведении 4 тыс. за отвратительную еду! Обслуживание просто на нуле!!!
",2,geo
"Даже не знаю, как это   аниме, мне не попадалось на глаза раньше  Являюсь большой фанаткой Не сдавайся!, именно за актёрскую игру Кёко  и то, как она развивалась) В то  время я пересмотрела много сёдзе пытаясь найти что-то подобное и вот только спустя больше пяти лет я посмотрела про актёрствоЧто касается данного аниме, то оно мне понравилось! Посмотрела я все серии буквально за выходные, смотрелось легко) Рисовка хорошая, музыка и атмосфера тоже понравились. Из-за концовки  то. что нам так и не показали кто станет 'багровой богиней"" ' я бы убрала, как минимум серий десять..пожалуй немного затянули. Любовная линия ...хммм...она есть, у главной героини были возлюбленные, поклонники..но того единственного мы почти увидели только  в последней серии   и то размыто Сама по себе Майя  вполне сносная и трудолюбивая. весьма весёлая и  позитивная, хотя опять же, было куча моментов, когда она бесила.  Аюми  мне понравилось куда больше ! Подытожив) Аниме ставлю 8/10, поставила бы выше, но меня не устроила концовка, хотя она и неплохая) Уж точно лучше, чем в  Не сдавайся!.Советую к просмотру!!!  ",0,anime
